CCSS ID,Standard Group,Grade Group,Category,OLO ID,OLO Description
9-10.RI.8,OLO.ELA,High School,Argumentative Text,OLO.AT.9.10.1,Delineate and evaluate the argument and specific claims in a text.
9-10.RI.8,OLO.ELA,High School,Argumentative Text,OLO.AT.9.10.2,"Assess whether an argument uses valid reasoning and relevant, sufficient evidence.;"
9-10.RI.8,OLO.ELA,High School,Argumentative Text,OLO.AT.9.10.3,"Identify whether an argument includes false statements and logical fallacies. (e.g. generalization, ad hominen, slippery slope, and others)"
9-10.RI.9,OLO.ELA,High School,Argumentative Text,OLO.AT.9.10.4,"Analyze the historical signifigance of seminal U.S. documents of historical (e.g., Washington’s Farewell Address, the Gettysburg Address, Roosevelt’s Four Freedoms speech, King’s “Letter from Birmingham Jail”)."
9-10.RI.9,OLO.ELA,High School,Argumentative Text,OLO.AT.9.10.5,"Analyze textual signifigance (e.g. theme, order of ideas, rhetoric) fo seminal U.S. documents (e.g. argument and claims in the Declaration of Independence)"
9-10.RI.9,OLO.ELA,High School,Argumentative Text,OLO.AT.9.10.6,Compare and contrast how seminal U.S. documents address related themes and concepts.(e.g.the abolition of slavery in the Emancipation Proclamation and the Thirteenth Amendment)
9-10.RI.1,OLO.ELA,High School,Expository Text,OLO.ET.9.10.1,Cite strong and thorough textual evidence to support analysis of what an expository text says explicitly
9-10.RI.1,OLO.ELA,High School,Expository Text,OLO.ET.9.10.2,Cite strong and thorough textual evidence for inferences drawn from the text.
9-10.RI.2,OLO.ELA,High School,Expository Text,OLO.ET.9.10.3,Determine a central idea of a text.
9-10.RI.2,OLO.ELA,High School,Expository Text,OLO.ET.9.10.4,Analyze the development of the central idea over the course of the text.
9-10.RI.2,OLO.ELA,High School,Expository Text,OLO.ET.9.10.5,"Determine how specific details (e.g. data, statistics, testimonials) shape and refine the central idea in an expository text."
9-10.RI.2,OLO.ELA,High School,Expository Text,OLO.ET.9.10.6,Provide an objective summary of the text.
9-10.RI.3,OLO.ELA,High School,Expository Text,OLO.ET.9.10.7,"Analyze the order, development, and connections of ideas that an author presents in an expository text."
9-10.RI.3,OLO.ELA,High School,Expository Text,OLO.ET.9.10.8,"Analyze the order, development, and connections of a series of events that an author presents in an expostiory text."
9-10.RI.5,OLO.ELA,High School,Expository Text,OLO.ET.9.10.9,"Analyze in detail how an author’s ideas or claims are developed and refined by particular sentences, paragraphs, or larger portions of a text (e.g., a section or chapter)."
9-10.RI.6,OLO.ELA,High School,Expository Text,OLO.ET.9.10.10,Determine an author’s point of view or purpose in a text. (e.g. presenting an argument or information)
9-10.RI.6,OLO.ELA,High School,Expository Text,OLO.ET.9.10.11,"Analyze how an author uses rhetoric (e.g. qualified statements, antithesis, amplification, and other rhetorical devices) to advance a point of view or purpose."
9-10.RL.10,OLO.ELA,High School,Fluency,OLO.F.9.10.1,"By the end of grade 9, read and comprehend literature, including stories, dramas, and poems, in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range."
9-10.RI.10,OLO.ELA,High School,Fluency,OLO.F.9.10.2,"Read and comprehend literary nonfiction in the grades 9–10 text complexity band proficiently, with scaffolding as needed at the high end of the range."
9-10.L.1.a,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.1,Use parallel structure to clarify meaning and signify the ideas that have the same level of importance.
9-10.L.1.a,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.2,Write sentences with parallel structure by correcting and using the same parts of speech in a list of items or actions.
9-10.L.1.a,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.3,"Write sentences with parallel structure by using verbs in the same form. (e.g.tense, voice, mood)"
9-10.L.1.a,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.4,"Write sentences with parallel structure by using the same type of phrases (e.g. prepositional, verbal, absolute) as modifiers."
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.5,Use noun phrases as subjects of sentences (independent clauses) and dependent clauses.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.6,Use noun phrases as objects of the predicate and of a prepostion.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.3,Use noun phrases as complements of sentences with linking verbs in the predicate.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.4,"Identify and correct the use of regular/irregular, past/present participles as adjectives in a sentence."
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.5,"Distinguish essential and nonessential appositve phrases. (e.g. The scientist Galileo vs. Galileo, the scientist)"
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.6,Use verb phrases as predicates of sentences (independent clauses) and dependent clauses.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.7,"Distinguish among verbal phrases: participial, gerund, infinitive."
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.8,Use gerund phrases as nouns in a sentence.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.9,Use infinitive phrases as nouns or modifiers in a sentence.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.10,Explain and use a relative clause (e.g. a dependent clause that starts with a relative pronoun ) as an adjective.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.11,"Identify essential and nonessential relative clauses. (e.g. A scientist who investigated gravity vs. Isaac Newton, who investigated gravity)"
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.12,Explain and use a subordinate clause (e.g. dependent clause starting with a subordinating conjunction) as an adverb.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.13,"Choose subordinating conjunctions for a subordinate clause to show relationships of time, place, and cause/effect correctly."
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.14,Place subordinate clauses correctly to establish the relationship among ideas in a sentence.
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.15,"Use main clauses in all of the sentence types (e.g. simple, compound, complex, compound complex)"
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.16,Identify and explain the components of an absolute phrase (e.g. noun phrase and participial phrase).
9-10.L.1.b,OLO.ELA,High School,Grammar & Usage,OLO.GU.9.10.17,Use absolute phrases as modifiers of a clauses.
9-10.RL.1,OLO.ELA,High School,Literary Text,OLO.LT.9.10.1,Cite strong and thorough textual evidence to support analysis of what the text says explicitly.
9-10.RL.1,OLO.ELA,High School,Literary Text,OLO.LT.9.10.2,Cite strong and thorough textual evidence to support analysis of inferences drawn from the text.
9-10.RL.2,OLO.ELA,High School,Literary Text,OLO.LT.9.10.3,Determine a theme or central idea of a text.
9-10.RL.2,OLO.ELA,High School,Literary Text,OLO.LT.9.10.4,Analyze the development of the theme over the course of a text.
9-10.RL.2,OLO.ELA,High School,Literary Text,OLO.LT.9.10.5,Determine how specific details shape and refine the theme that emerges over the course of the text.
9-10.RL.2,OLO.ELA,High School,Literary Text,OLO.LT.9.10.6,Provide an objective summary of the text.
9-10.RL.3,OLO.ELA,High School,Literary Text,OLO.LT.9.10.7,Identify the multiple or conflicting motivations of complex characters.
9-10.RL.3,OLO.ELA,High School,Literary Text,OLO.LT.9.10.8,"Analyze how complex characters (e.g., those with multiple or conflicting motivations) develop over the course of a text and interact with each other."
9-10.RL.3,OLO.ELA,High School,Literary Text,OLO.LT.9.10.9,Analyze how complex characters advance the plot or develop the theme of a literary text.
9-10.RL.3,OLO.ELA,High School,Literary Text,OLO.LT.9.10.10,"Analyze how primary, complex characters (e.g. protagonist, antagonist) interact with secondary characters in a text."
9-10.RL.3,OLO.ELA,High School,Literary Text,OLO.LT.9.10.11,Analyze how interactions among both primary and secondary characters advance the plot or develop the theme of a literary text.
9-10.RL.5,OLO.ELA,High School,Literary Text,OLO.LT.9.10.12,Recognize which order of events (e.g. parallel plots) an author uses in the structure of a literary text.
9-10.RL.5,OLO.ELA,High School,Literary Text,OLO.LT.9.10.13,"Recognize how shifts in time (e.g. pacing, flashbacks, foreshadowing) occur in a literary text."
9-10.RL.5,OLO.ELA,High School,Literary Text,OLO.LT.9.10.14,"Analyze how an author creates a mood (e.g. an emotional atmosphere such as surprise, mystery, tension) with structure, plot, and timing in a literary text."
9-10.RL.6,OLO.ELA,High School,Literary Text,OLO.LT.9.10.15,Determine and describe a particular cultural experience reflected in a literary text.
9-10.RL.6,OLO.ELA,High School,Literary Text,OLO.LT.9.10.16,Read a wide range of world literature that presents varied cultural experience.
9-10.RL.6,OLO.ELA,High School,Literary Text,OLO.LT.9.10.17,"Analyze how a particular cultural experience contributes to the literary elements of a text. (e.g. theme, character, setting, plot)"
9-10.RL.9,OLO.ELA,High School,Literary Text,OLO.LT.9.10.18,Recognize source material that an author brings into a literary work. (e.g. how Shakespeare alludes to Ovid; how Tom Stoppard borrows from Shakespeare)
